date,time,injury,age,sex
6/13/17,09:20,INJURED,64,F
6/13/17,12:35,INJURED,65,M
6/13/17,17:55,INJURED,88,M
6/13/17,09:55,INJURED,0,X
6/13/17,12:20,INJURED,0,F
6/13/17,18:55,INJURED,0,F
6/14/17,09:30,INJURED,20,F
6/14/17,16:05,INJURED,22,M
6/14/17,19:00,INJURED,23,M
6/14/17,10:10,INJURED,25,F
6/14/17,09:05,INJURED,26,M
6/14/17,12:11,INJURED,29,F
6/14/17,16:05,INJURED,31,F
6/14/17,20:15,INJURED,32,F
6/14/17,13:15,INJURED,33,M
6/14/17,04:00,INJURED,35,F
6/14/17,13:55,NONE,36,M
6/14/17,09:50,INJURED,50,M
6/14/17,18:55,INJURED,60,M
6/14/17,11:30,INJURED,66,F
6/14/17,07:05,NONE,72,F
6/14/17,10:30,NONE,0,M
6/14/17,21:00,NONE,0,M
6/14/17,15:20,INJURED,0,F
6/14/17,16:15,INJURED,0,M
6/14/17,17:50,INJURED,0,M
6/15/17,13:40,INJURED,26,F
6/15/17,18:25,INJURED,28,F
6/15/17,19:15,INJURED,31,F
6/15/17,15:50,INJURED,33,M
6/15/17,17:35,INJURED,37,M
6/15/17,19:45,INJURED,37,F
6/15/17,23:10,INJURED,37,M
6/15/17,09:50,INJURED,40,M
6/15/17,16:57,INJURED,43,M
6/15/17,16:30,INJURED,44,F
6/15/17,20:45,INJURED,49,M
6/15/17,17:30,INJURED,50,F
6/15/17,06:50,INJURED,56,F
6/15/17,21:00,INJURED,61,F
6/15/17,13:49,INJURED,70,M
6/15/17,13:30,INJURED,0,M
6/15/17,17:00,INJURED,0,F
6/15/17,18:35,INJURED,0,M
6/15/17,18:40,INJURED,0,M
6/16/17,19:00,INJURED,20,M
6/16/17,21:00,INJURED,24,F
6/16/17,20:20,INJURED,28,M
6/16/17,15:00,INJURED,31,M
6/16/17,01:25,INJURED,31,M
6/16/17,15:00,INJURED,32,M
6/16/17,18:15,INJURED,32,M
6/16/17,08:35,INJURED,34,M
6/16/17,11:30,INJURED,36,M
6/16/17,19:10,INJURED,37,M
6/16/17,23:20,INJURED,68,M
6/16/17,06:25,INJURED,69,F
6/16/17,04:30,INJURED,0,M
6/16/17,20:25,INJURED,0,F
6/17/17,23:25,INJURED,22,M
6/17/17,20:05,INJURED,25,M
6/17/17,19:15,INJURED,27,F
6/17/17,01:10,INJURED,28,F
6/17/17,09:55,INJURED,34,M
6/17/17,17:15,NONE,47,M
6/17/17,17:40,INJURED,81,M
6/17/17,13:35,INJURED,0,F
6/18/17,20:35,INJURED,22,F
6/18/17,01:10,INJURED,26,M
6/18/17,20:45,INJURED,31,M
6/18/17,23:20,INJURED,31,M
6/18/17,21:20,INJURED,32,M
6/18/17,10:43,INJURED,33,M
6/18/17,21:20,INJURED,53,M
6/18/17,06:35,INJURED,59,M
6/18/17,10:10,INJURED,60,M
6/19/17,16:50,INJURED,24,M
6/19/17,16:50,INJURED,24,M
6/19/17,13:00,INJURED,30,M
6/19/17,20:15,INJURED,33,M
6/19/17,07:30,INJURED,35,F
6/19/17,09:40,INJURED,43,M
6/19/17,14:00,INJURED,44,M
6/19/17,12:00,INJURED,51,F
6/19/17,18:35,INJURED,55,M
6/19/17,10:05,INJURED,61,M
6/19/17,10:15,INJURED,83,F
6/19/17,18:35,INJURED,0,M
6/20/17,17:20,INJURED,22,F
6/20/17,17:15,INJURED,30,M
6/20/17,17:33,INJURED,30,F
6/20/17,09:15,INJURED,32,M
6/20/17,21:40,INJURED,33,M
6/20/17,12:30,INJURED,35,M
6/20/17,22:30,INJURED,37,M
6/20/17,00:40,INJURED,38,M
6/20/17,10:00,INJURED,49,M
6/20/17,10:50,INJURED,51,F
6/20/17,10:00,INJURED,51,F
6/20/17,17:00,INJURED,51,M
6/20/17,20:45,NONE,53,F
6/20/17,20:40,INJURED,53,F
6/20/17,07:55,NONE,54,F
6/20/17,16:00,NONE,54,M
6/20/17,12:10,INJURED,70,M
6/20/17,17:30,INJURED,0,M
6/20/17,09:30,INJURED,0,M
6/20/17,10:00,INJURED,0,M
6/21/17,19:25,NONE,21,M
6/21/17,07:35,INJURED,26,F
6/21/17,20:45,INJURED,30,M
6/21/17,22:40,INJURED,30,F
6/21/17,05:10,INJURED,41,F
6/21/17,08:58,INJURED,45,M
6/21/17,10:05,INJURED,45,F
6/21/17,19:10,INJURED,49,M
6/21/17,12:50,INJURED,50,M
6/21/17,15:00,INJURED,62,M
6/21/17,19:09,INJURED,0,M
6/21/17,19:30,INJURED,0,F
6/21/17,13:00,INJURED,0,M
6/21/17,09:45,INJURED,0,M
6/22/17,15:15,INJURED,21,F
6/22/17,05:45,INJURED,24,M
6/22/17,11:55,INJURED,24,M
6/22/17,20:30,INJURED,28,M
6/22/17,20:15,INJURED,29,M
6/22/17,06:55,INJURED,30,F
6/22/17,16:00,INJURED,33,F
6/22/17,10:20,INJURED,56,M
6/22/17,20:50,INJURED,58,M
6/22/17,11:55,INJURED,62,F
6/22/17,07:45,INJURED,65,M
6/22/17,17:25,INJURED,70,M
6/22/17,18:19,INJURED,70,M
6/22/17,10:45,INJURED,71,F
6/22/17,18:50,INJURED,0,X
6/22/17,08:10,INJURED,0,M
6/22/17,08:05,INJURED,0,M
6/22/17,21:15,INJURED,0,F
6/22/17,15:00,INJURED,0,M
6/22/17,14:30,INJURED,0,M
6/23/17,10:00,INJURED,20,M
6/23/17,19:30,INJURED,24,M
6/23/17,02:05,INJURED,30,F
6/23/17,08:35,INJURED,32,M
6/23/17,17:35,INJURED,33,F
6/23/17,10:50,INJURED,49,M
6/23/17,21:00,INJURED,63,M
6/23/17,15:00,INJURED,90,F
6/23/17,00:40,INJURED,0,F
6/24/17,23:50,INJURED,20,M
6/24/17,11:20,INJURED,25,F
6/24/17,02:30,INJURED,39,M
6/24/17,14:30,INJURED,46,M
6/24/17,07:30,INJURED,50,M
6/24/17,12:50,INJURED,56,M
6/24/17,11:40,INJURED,57,M
6/24/17,10:30,INJURED,58,M
6/24/17,09:50,INJURED,60,M
6/24/17,09:30,INJURED,73,F
6/24/17,12:00,INJURED,0,X
6/24/17,15:15,INJURED,0,M
6/24/17,13:59,INJURED,0,F
6/24/17,17:45,INJURED,0,M
6/25/17,19:25,INJURED,22,M
6/25/17,15:00,INJURED,26,M
6/25/17,10:45,INJURED,36,F
6/25/17,19:20,INJURED,38,F
6/25/17,19:55,INJURED,42,M
6/25/17,09:30,INJURED,49,M
6/25/17,02:10,NONE,56,M
6/25/17,18:40,INJURED,58,M
6/25/17,18:30,INJURED,63,M
6/25/17,11:30,INJURED,65,M
6/25/17,14:40,INJURED,0,M
6/25/17,21:10,INJURED,0,M
6/25/17,22:00,INJURED,0,M
6/26/17,17:00,INJURED,25,M
6/26/17,18:30,INJURED,33,M
6/26/17,23:59,INJURED,33,M
6/26/17,12:10,INJURED,33,M
6/26/17,16:35,INJURED,38,M
6/26/17,14:05,INJURED,42,F
6/26/17,21:55,INJURED,51,M
6/26/17,08:00,INJURED,74,F
6/26/17,10:10,INJURED,81,M
6/26/17,15:00,INJURED,94,M
6/26/17,21:10,NONE,0,F
6/26/17,15:55,INJURED,0,X
6/26/17,14:00,INJURED,0,F
6/27/17,20:00,INJURED,21,M
6/27/17,07:45,INJURED,40,M
6/27/17,16:20,INJURED,44,M
6/27/17,21:20,INJURED,47,M
6/27/17,05:00,INJURED,59,F
6/27/17,13:05,NONE,63,M
6/27/17,19:30,INJURED,63,M
6/27/17,10:30,INJURED,66,M
6/27/17,14:00,NONE,0,M
6/27/17,12:50,INJURED,0,M
6/28/17,14:50,INJURED,25,M
6/28/17,07:50,INJURED,25,M
6/28/17,18:30,INJURED,28,M
6/28/17,22:00,INJURED,30,M
6/28/17,08:50,INJURED,34,F
6/28/17,23:50,INJURED,42,F
6/28/17,23:10,INJURED,45,F
6/28/17,06:40,INJURED,51,M
6/28/17,12:50,NONE,52,M
6/28/17,13:30,NONE,59,F
6/28/17,19:55,INJURED,59,M
6/28/17,15:20,INJURED,0,M
6/28/17,09:00,INJURED,0,M
6/29/17,21:30,INJURED,24,M
6/29/17,16:30,INJURED,32,F
6/29/17,16:15,INJURED,46,M
6/29/17,00:40,INJURED,47,F
6/29/17,10:30,INJURED,51,F
6/29/17,17:15,INJURED,51,M
6/29/17,13:55,INJURED,52,M
6/29/17,09:45,INJURED,53,M
6/29/17,10:30,INJURED,57,F
6/29/17,10:45,INJURED,60,M
6/29/17,11:30,INJURED,70,F
6/29/17,12:15,INJURED,0,X
6/29/17,10:00,INJURED,0,X
6/29/17,11:30,INJURED,0,F
6/30/17,17:10,INJURED,28,F
6/30/17,11:30,INJURED,29,M
6/30/17,14:30,INJURED,33,M
6/30/17,22:00,INJURED,47,M
6/30/17,15:05,INJURED,52,M
6/30/17,13:15,INJURED,58,M
6/30/17,22:15,INJURED,58,M
6/30/17,13:30,INJURED,59,F
6/30/17,10:00,INJURED,67,F
6/30/17,08:35,INJURED,75,F
6/30/17,15:10,INJURED,0,M
6/30/17,20:20,INJURED,0,M
7/1/17,10:55,INJURED,25,M
7/1/17,21:30,INJURED,29,M
7/1/17,13:30,INJURED,30,M
7/1/17,18:00,INJURED,33,F
7/1/17,20:10,INJURED,36,M
7/1/17,13:35,INJURED,41,F
7/1/17,17:00,INJURED,44,M
7/1/17,15:15,INJURED,52,M
7/1/17,12:30,INJURED,53,M
7/1/17,12:10,INJURED,54,M
7/1/17,03:00,INJURED,55,M
7/1/17,09:35,INJURED,56,M
7/1/17,12:50,INJURED,65,M
7/1/17,18:50,INJURED,0,M
7/2/17,21:10,INJURED,25,M
7/2/17,18:25,INJURED,25,M
7/2/17,16:20,INJURED,29,F
7/2/17,15:30,INJURED,29,F
7/2/17,11:00,NONE,32,M
7/2/17,21:40,INJURED,50,F
7/2/17,14:10,INJURED,0,M
7/3/17,19:30,INJURED,20,F
7/3/17,00:10,INJURED,21,M
7/3/17,12:00,INJURED,24,M
7/3/17,19:50,INJURED,26,M
7/3/17,02:55,INJURED,26,F
7/3/17,17:00,INJURED,27,F
7/3/17,21:30,INJURED,27,M
7/3/17,18:20,INJURED,31,F
7/3/17,19:20,INJURED,42,M
7/3/17,21:40,INJURED,46,M
7/3/17,10:45,INJURED,57,F
7/3/17,17:10,INJURED,57,M
7/3/17,17:55,INJURED,58,F
7/3/17,09:00,INJURED,72,F
7/3/17,10:05,INJURED,79,M
7/3/17,11:23,INJURED,81,F
7/3/17,20:05,INJURED,88,M
7/3/17,07:05,INJURED,0,X
7/3/17,19:55,INJURED,0,F
7/4/17,09:45,INJURED,22,M
7/4/17,11:00,INJURED,23,F
7/4/17,13:30,INJURED,44,F
7/4/17,15:20,INJURED,47,M
7/4/17,15:00,NONE,53,M
7/4/17,08:30,INJURED,56,F
7/4/17,23:59,INJURED,56,F
7/4/17,22:40,INJURED,69,M
7/4/17,15:00,INJURED,76,M
7/4/17,23:45,INJURED,78,M
7/4/17,20:45,INJURED,0,M
7/4/17,10:20,INJURED,0,M
7/4/17,13:30,INJURED,0,M
7/4/17,20:15,INJURED,0,M
7/5/17,01:15,NONE,20,M
7/5/17,17:10,INJURED,22,M
7/5/17,07:10,INJURED,23,F
7/5/17,03:00,NONE,33,F
7/5/17,05:22,INJURED,40,F
7/5/17,00:15,NONE,42,M
7/5/17,20:45,INJURED,43,F
7/5/17,08:40,INJURED,49,M
7/5/17,14:00,INJURED,51,M
7/5/17,15:02,INJURED,84,M
7/5/17,15:00,INJURED,0,M
7/5/17,15:20,INJURED,0,M
7/6/17,14:30,INJURED,20,M
7/6/17,15:50,INJURED,21,M
7/6/17,22:30,INJURED,25,M
7/6/17,21:00,INJURED,26,M
7/6/17,01:10,INJURED,30,M
7/6/17,19:15,INJURED,31,F
7/6/17,13:10,INJURED,32,F
7/6/17,08:00,INJURED,39,M
7/6/17,09:05,INJURED,43,F
7/6/17,21:20,INJURED,48,M
7/6/17,18:55,INJURED,60,F
7/6/17,19:00,INJURED,64,M
7/6/17,18:45,INJURED,67,F
7/6/17,18:00,INJURED,67,M
7/6/17,21:00,INJURED,68,F
7/6/17,16:20,INJURED,83,M
7/7/17,14:55,INJURED,21,M
7/7/17,20:00,INJURED,21,M
7/7/17,11:15,INJURED,30,F
7/7/17,15:45,NONE,33,F
7/7/17,22:45,INJURED,33,F
7/7/17,01:15,NONE,34,M
7/7/17,19:00,INJURED,40,F
7/7/17,20:45,INJURED,45,M
7/7/17,21:15,INJURED,51,F
7/7/17,19:15,INJURED,62,M
7/7/17,08:00,INJURED,83,M
7/7/17,14:40,NONE,0,M
7/7/17,20:35,INJURED,0,M
7/8/17,22:59,INJURED,22,M
7/8/17,01:05,INJURED,24,M
7/8/17,08:20,INJURED,24,M
7/8/17,07:50,INJURED,31,F
7/8/17,21:35,INJURED,47,F
7/8/17,14:00,INJURED,48,F
7/8/17,07:40,INJURED,51,F
7/8/17,19:45,INJURED,58,M
7/8/17,18:00,INJURED,59,M
7/8/17,17:50,INJURED,0,X
7/8/17,18:30,INJURED,0,M
7/9/17,20:20,NONE,20,M
7/9/17,18:00,INJURED,21,M
7/9/17,10:35,INJURED,31,M
7/9/17,21:20,INJURED,33,F
7/9/17,15:55,INJURED,34,M
7/9/17,14:00,INJURED,53,M
7/9/17,10:30,INJURED,67,M
7/9/17,10:05,INJURED,69,M
7/9/17,14:12,INJURED,74,M
7/9/17,21:08,INJURED,0,M
7/10/17,13:25,INJURED,21,M
7/10/17,20:20,INJURED,25,F
7/10/17,09:10,INJURED,31,F
7/10/17,10:15,INJURED,40,M
7/10/17,16:30,INJURED,43,M
7/10/17,17:15,INJURED,56,F
7/10/17,06:25,INJURED,57,M
7/10/17,21:50,NONE,62,M
7/10/17,17:10,INJURED,62,F
7/10/17,13:16,INJURED,65,M
7/11/17,08:45,INJURED,25,M
7/11/17,14:05,INJURED,25,F
7/11/17,16:38,INJURED,26,F
7/11/17,15:20,INJURED,30,M
7/11/17,23:30,INJURED,35,M
7/11/17,21:20,INJURED,39,M
7/11/17,21:10,INJURED,45,F
7/11/17,19:50,INJURED,48,M
7/11/17,21:20,INJURED,49,M
7/11/17,21:20,INJURED,49,M
7/11/17,11:15,INJURED,52,F
7/11/17,14:46,INJURED,58,F
7/11/17,13:20,INJURED,64,M
7/11/17,08:40,INJURED,65,M
7/11/17,07:20,NONE,69,F
7/11/17,08:00,INJURED,80,M
7/11/17,10:20,INJURED,85,F
7/11/17,07:35,INJURED,0,X
7/11/17,12:35,INJURED,0,F
7/12/17,20:10,INJURED,20,F
7/12/17,21:25,INJURED,23,M
7/12/17,01:07,INJURED,23,M
7/12/17,09:45,INJURED,29,M
7/12/17,18:15,INJURED,32,F
7/12/17,10:38,INJURED,32,F
7/12/17,18:00,INJURED,33,M
7/12/17,19:15,INJURED,38,F
7/12/17,19:35,INJURED,43,M
7/12/17,21:05,INJURED,45,F
7/12/17,08:35,INJURED,46,M
7/12/17,18:30,INJURED,51,M
7/12/17,15:00,INJURED,54,M
7/12/17,17:55,INJURED,57,M
7/12/17,20:25,INJURED,59,M
7/12/17,09:10,INJURED,68,F
7/12/17,10:30,INJURED,75,F
7/12/17,10:00,INJURED,84,M
7/12/17,15:15,INJURED,0,X
7/12/17,23:15,INJURED,0,X
7/12/17,11:30,INJURED,0,M
7/12/17,11:00,INJURED,0,M
7/13/17,19:00,INJURED,21,M
7/13/17,19:55,INJURED,22,M
7/13/17,14:15,INJURED,25,F
7/13/17,13:14,INJURED,28,M
7/13/17,23:15,INJURED,29,F
7/13/17,08:15,INJURED,33,M
7/13/17,16:30,INJURED,40,F
7/13/17,11:07,INJURED,43,F
7/13/17,15:40,INJURED,46,M
7/13/17,17:10,INJURED,50,F
7/13/17,23:45,INJURED,52,M
7/13/17,12:10,INJURED,56,M
7/13/17,18:10,INJURED,63,F
7/13/17,08:15,INJURED,70,F
7/13/17,21:25,INJURED,0,F
7/13/17,18:30,INJURED,0,F
7/14/17,01:45,INJURED,22,F
7/14/17,15:30,INJURED,25,M
7/14/17,11:20,INJURED,25,M
7/14/17,17:00,INJURED,28,M
7/14/17,08:15,INJURED,32,F
7/14/17,16:10,INJURED,38,M
7/14/17,19:30,INJURED,49,F
7/14/17,14:49,INJURED,58,M
7/14/17,14:00,INJURED,59,F
7/14/17,18:50,INJURED,73,F
7/15/17,22:15,INJURED,20,M
7/15/17,19:05,INJURED,22,M
7/15/17,21:30,INJURED,29,M
7/15/17,18:35,INJURED,34,M
7/15/17,15:35,NONE,35,M
7/15/17,10:20,INJURED,35,M
7/15/17,12:15,INJURED,38,M
7/15/17,20:55,INJURED,49,F
7/16/17,07:25,INJURED,36,M
7/16/17,15:55,INJURED,39,M
7/16/17,15:40,INJURED,45,M
7/16/17,09:45,INJURED,48,F
7/16/17,18:40,INJURED,56,M
7/16/17,10:30,INJURED,62,M
7/16/17,13:00,INJURED,64,M
7/16/17,10:50,INJURED,75,M
7/16/17,09:50,INJURED,77,F
7/16/17,15:30,INJURED,0,M
7/16/17,16:30,INJURED,0,X
7/17/17,19:00,INJURED,21,M
7/17/17,16:30,INJURED,22,F
7/17/17,13:00,INJURED,25,F
7/17/17,23:00,INJURED,29,M
7/17/17,09:41,INJURED,29,F
7/17/17,20:30,INJURED,31,F
7/17/17,06:30,NONE,40,M
7/17/17,07:50,INJURED,41,M
7/17/17,11:35,NONE,44,F
7/17/17,12:00,INJURED,46,M
7/17/17,21:50,INJURED,48,M
7/17/17,14:30,INJURED,49,M
7/17/17,14:05,INJURED,52,M
7/17/17,09:55,INJURED,55,M
7/17/17,07:02,INJURED,55,M
7/17/17,21:50,INJURED,60,M
7/17/17,17:30,INJURED,70,M
7/17/17,12:27,INJURED,75,M
7/17/17,09:10,INJURED,80,F
7/17/17,18:35,INJURED,0,X
7/17/17,14:25,INJURED,0,M
7/17/17,08:00,INJURED,0,F
7/17/17,17:30,INJURED,0,M
7/18/17,16:00,INJURED,23,M
7/18/17,23:40,INJURED,29,M
7/18/17,15:50,INJURED,32,F
7/18/17,17:40,INJURED,38,F
7/18/17,12:25,INJURED,41,F
7/18/17,10:00,INJURED,42,F
7/18/17,08:50,INJURED,44,M
7/18/17,07:50,INJURED,53,M
7/18/17,16:00,INJURED,69,M
7/18/17,11:30,NONE,0,M
7/18/17,19:15,INJURED,0,M
7/18/17,21:15,INJURED,0,M
7/19/17,00:01,INJURED,23,M
7/19/17,20:50,INJURED,27,M
7/19/17,15:50,NONE,32,F
7/19/17,23:35,INJURED,32,M
7/19/17,16:00,INJURED,35,M
7/19/17,06:13,INJURED,45,M
7/19/17,13:55,INJURED,48,M
7/19/17,08:15,NONE,50,M
7/19/17,11:10,INJURED,50,F
7/19/17,12:27,INJURED,52,M
7/19/17,06:30,INJURED,65,F
7/19/17,21:08,INJURED,66,M
7/19/17,11:59,INJURED,85,F
7/19/17,10:20,INJURED,0,X
7/20/17,13:35,INJURED,21,M
7/20/17,15:00,NONE,23,F
7/20/17,19:07,INJURED,26,M
7/20/17,19:25,INJURED,27,M
7/20/17,21:50,INJURED,28,F
7/20/17,13:00,INJURED,28,F
7/20/17,13:30,INJURED,29,M
7/20/17,10:15,INJURED,33,F
7/20/17,10:25,INJURED,34,M
7/20/17,16:30,INJURED,34,M
7/20/17,13:55,INJURED,38,F
7/20/17,22:30,NONE,39,F
7/20/17,16:50,INJURED,45,M
7/20/17,11:10,INJURED,47,F
7/20/17,21:45,INJURED,50,F
7/20/17,15:05,INJURED,54,M
7/20/17,16:20,INJURED,61,M
7/20/17,08:50,INJURED,69,M
7/20/17,18:45,INJURED,0,M
7/21/17,21:30,INJURED,20,F
7/21/17,19:50,INJURED,21,M
7/21/17,13:40,INJURED,23,M
7/21/17,21:20,INJURED,24,M
7/21/17,22:30,INJURED,24,F
7/21/17,12:55,INJURED,24,F
7/21/17,16:05,INJURED,25,F
7/21/17,12:30,INJURED,26,F
7/21/17,13:15,INJURED,27,F
7/21/17,08:55,INJURED,28,M
7/21/17,18:30,INJURED,28,M
7/21/17,18:00,INJURED,29,M
7/21/17,21:55,INJURED,29,M
7/21/17,14:00,INJURED,31,F
7/21/17,18:35,INJURED,49,F
7/21/17,07:35,INJURED,53,M
7/21/17,07:40,INJURED,54,M
7/21/17,17:00,INJURED,56,M
7/21/17,13:50,INJURED,58,M
7/21/17,19:24,INJURED,67,M
7/21/17,09:30,NONE,0,X
7/21/17,07:40,INJURED,0,M
7/22/17,09:15,INJURED,18,M
7/22/17,17:25,INJURED,21,F
7/22/17,19:14,INJURED,23,M
7/22/17,14:45,INJURED,25,M
7/22/17,15:40,INJURED,30,M
7/22/17,01:50,INJURED,34,F
7/22/17,13:50,INJURED,38,F
7/22/17,12:40,INJURED,42,M
7/22/17,16:00,INJURED,43,M
7/22/17,17:00,INJURED,45,F
7/22/17,11:15,INJURED,48,F
7/22/17,11:55,INJURED,54,M
7/22/17,07:30,NONE,63,M
7/22/17,15:25,INJURED,66,M
7/22/17,21:15,INJURED,0,M
7/23/17,00:30,INJURED,22,M
7/23/17,22:37,INJURED,23,M
7/23/17,11:40,INJURED,28,M
7/23/17,01:20,INJURED,40,F
7/23/17,20:40,INJURED,46,M
7/23/17,11:50,INJURED,52,M
7/23/17,12:45,INJURED,54,M
7/23/17,04:25,INJURED,61,M
7/23/17,08:55,INJURED,66,M
7/23/17,00:30,INJURED,0,F
7/24/17,21:25,INJURED,23,M
7/24/17,10:10,INJURED,26,M
7/24/17,04:15,INJURED,32,M
7/24/17,21:00,INJURED,32,M
7/24/17,12:35,NONE,34,F
7/24/17,14:50,INJURED,44,M
7/24/17,00:10,INJURED,45,M
7/24/17,16:00,INJURED,47,M
7/24/17,01:00,INJURED,49,M
7/24/17,17:30,INJURED,54,M
7/24/17,15:50,INJURED,57,M
7/24/17,16:52,INJURED,0,M
7/24/17,22:45,INJURED,0,X
7/24/17,23:10,INJURED,0,X
7/24/17,20:00,INJURED,0,F
7/24/17,04:00,INJURED,0,M
7/24/17,13:25,INJURED,0,M
7/25/17,11:50,INJURED,15,M
7/25/17,12:35,INJURED,22,M
7/25/17,06:30,INJURED,24,F
7/25/17,20:35,INJURED,26,M
7/25/17,23:10,INJURED,29,F
7/25/17,16:55,INJURED,30,M
7/25/17,13:45,INJURED,30,M
7/25/17,22:05,INJURED,41,M
7/25/17,11:45,INJURED,49,M
7/25/17,20:20,INJURED,52,M
7/25/17,15:25,INJURED,54,M
7/25/17,13:15,INJURED,60,M
7/25/17,18:30,INJURED,0,X
7/26/17,15:20,INJURED,22,F
7/26/17,21:30,NONE,24,M
7/26/17,18:45,INJURED,31,M
7/26/17,09:00,INJURED,32,M
7/26/17,08:45,INJURED,34,M
7/26/17,17:50,INJURED,38,M
7/26/17,16:20,INJURED,41,M
7/26/17,11:40,INJURED,48,M
7/26/17,19:40,INJURED,52,M
7/26/17,09:40,INJURED,52,M
7/26/17,01:15,INJURED,56,M
7/26/17,20:45,INJURED,60,M
7/26/17,21:39,INJURED,62,M
7/26/17,10:55,INJURED,68,M
7/26/17,15:00,INJURED,72,F
7/26/17,20:40,INJURED,74,F
7/26/17,08:15,INJURED,78,M
7/26/17,05:40,INJURED,0,M
7/26/17,16:50,INJURED,0,F
7/26/17,19:20,INJURED,0,M
7/26/17,16:45,INJURED,0,M
7/26/17,07:40,INJURED,0,M
7/27/17,12:30,INJURED,21,M
7/27/17,17:45,INJURED,23,M
7/27/17,07:50,INJURED,31,M
7/27/17,18:30,INJURED,32,M
7/27/17,19:30,INJURED,38,M
7/27/17,15:40,INJURED,52,F
7/27/17,05:30,INJURED,54,M
7/27/17,22:40,INJURED,55,M
7/27/17,08:30,INJURED,56,F
7/27/17,19:45,INJURED,69,F
7/27/17,14:20,INJURED,0,F
7/27/17,08:15,INJURED,0,M
7/27/17,08:00,INJURED,0,M
7/27/17,08:15,INJURED,0,M
7/27/17,09:30,INJURED,0,M
7/28/17,09:10,INJURED,20,F
7/28/17,18:30,NONE,22,F
7/28/17,14:05,INJURED,25,F
7/28/17,15:00,INJURED,25,M
7/28/17,20:25,INJURED,26,F
7/28/17,06:55,INJURED,29,M
7/28/17,11:30,INJURED,33,M
7/28/17,14:00,NONE,41,M
7/28/17,19:00,INJURED,43,F
7/28/17,14:00,INJURED,46,M
7/28/17,09:10,INJURED,50,F
7/28/17,18:00,INJURED,50,F
7/28/17,08:05,INJURED,52,M
7/28/17,12:30,INJURED,53,M
7/28/17,11:00,INJURED,56,M
7/28/17,16:15,INJURED,59,M
7/28/17,09:20,INJURED,70,F
7/28/17,13:00,INJURED,78,M
7/28/17,17:45,INJURED,0,M
7/29/17,20:45,INJURED,18,M
7/29/17,03:00,INJURED,23,F
7/29/17,16:40,INJURED,26,M
7/29/17,11:30,INJURED,27,F
7/29/17,00:10,INJURED,29,F
7/29/17,21:00,INJURED,30,F
7/29/17,13:25,INJURED,32,M
7/29/17,21:50,INJURED,36,M
7/29/17,08:05,INJURED,42,F
7/29/17,08:20,INJURED,45,F
7/29/17,17:20,INJURED,54,F
7/29/17,21:25,INJURED,57,M
7/29/17,15:20,INJURED,59,M
7/29/17,13:50,INJURED,62,M
7/29/17,21:00,INJURED,78,F
7/29/17,18:30,INJURED,0,M
7/29/17,17:40,INJURED,0,M
7/29/17,00:15,INJURED,0,
7/30/17,12:00,INJURED,22,M
7/30/17,18:10,INJURED,26,M
7/30/17,17:30,INJURED,27,F
7/30/17,12:30,INJURED,29,M
7/30/17,02:00,INJURED,31,F
7/30/17,12:15,INJURED,34,M
7/30/17,14:00,INJURED,49,F
7/30/17,19:20,INJURED,54,M
7/30/17,22:55,INJURED,59,M
7/30/17,20:40,INJURED,63,F
7/30/17,20:35,INJURED,65,M
7/30/17,09:05,INJURED,80,M
7/30/17,21:20,INJURED,0,X
7/30/17,18:45,INJURED,0,X
7/30/17,19:20,INJURED,0,M
7/30/17,21:30,INJURED,0,M
7/31/17,10:20,INJURED,20,F
7/31/17,19:45,INJURED,20,M
7/31/17,16:50,INJURED,21,M
7/31/17,20:15,INJURED,24,F
7/31/17,14:30,INJURED,24,M
7/31/17,03:35,INJURED,25,M
7/31/17,23:00,INJURED,28,F
7/31/17,17:40,INJURED,30,F
7/31/17,19:15,INJURED,31,M
7/31/17,03:20,INJURED,38,M
7/31/17,09:01,INJURED,44,F
7/31/17,12:50,INJURED,45,M
7/31/17,22:00,INJURED,48,M
7/31/17,07:30,INJURED,50,F
7/31/17,21:10,INJURED,51,M
7/31/17,10:00,INJURED,52,F
7/31/17,06:00,INJURED,55,F
8/1/17,15:00,INJURED,22,F
8/1/17,12:00,INJURED,24,F
8/1/17,20:30,INJURED,25,F
8/1/17,16:45,INJURED,41,M
8/1/17,10:30,INJURED,46,M
8/1/17,08:40,NONE,53,F
8/1/17,22:30,INJURED,57,F
8/1/17,12:15,INJURED,60,M
8/1/17,15:15,INJURED,0,M
8/2/17,21:29,INJURED,21,F
8/2/17,13:35,INJURED,25,F
8/2/17,16:50,INJURED,26,F
8/2/17,13:30,INJURED,26,M
8/2/17,16:20,INJURED,28,F
8/2/17,21:00,NONE,31,M
8/2/17,18:40,INJURED,36,F
8/2/17,14:00,INJURED,40,M
8/2/17,10:55,INJURED,42,M
8/2/17,20:45,INJURED,59,F
8/2/17,18:50,INJURED,0,M
8/3/17,08:00,INJURED,21,F
8/3/17,18:50,INJURED,23,M
8/3/17,22:15,INJURED,28,M
8/3/17,21:30,INJURED,29,M
8/3/17,21:45,INJURED,30,F
8/3/17,09:20,INJURED,35,M
8/3/17,14:49,INJURED,38,M
8/3/17,18:30,INJURED,51,M
8/3/17,23:30,INJURED,57,M
8/3/17,23:18,INJURED,59,M
8/3/17,18:30,NONE,60,M
8/3/17,22:50,INJURED,66,F
8/3/17,12:10,INJURED,0,M
8/4/17,12:00,INJURED,33,F
