date,time,injury,age,PED_ROLE,sex
12/23/2017,18:20,INJURED,55,Pedestrian,M
07/19/2018,14:30,INJURED,28,Pedestrian,F
01/14/2019,17:55,NONE,0,Pedestrian,
03/22/2019,1:35,INJURED,40,Pedestrian,M
07/26/2018,12:00,INJURED,50,Pedestrian,M
12/14/2018,16:40,INJURED,44,Pedestrian,M
10/05/2018,17:03,INJURED,23,Pedestrian,M
04/06/2019,0:15,INJURED,62,Pedestrian,M
12/17/2018,8:50,NONE,47,Pedestrian,M
05/09/2018,8:57,INJURED,38,Pedestrian,F
12/11/2017,17:44,INJURED,11,Pedestrian,F
04/05/2017,19:04,KILLED,71,Pedestrian,M
01/09/2019,10:15,INJURED,49,Pedestrian,M
06/15/2017,18:55,INJURED,61,Pedestrian,F
04/19/2017,13:45,NONE,49,Pedestrian,M
05/03/2017,10:30,NONE,19,Pedestrian,M
03/23/2018,21:13,INJURED,35,Pedestrian,F
02/06/2019,17:10,INJURED,18,Pedestrian,F
12/23/2018,15:49,NONE,2,Pedestrian,M
01/21/2019,12:00,INJURED,21,Pedestrian,M
01/21/2019,11:20,INJURED,24,Pedestrian,M
02/26/2018,0:05,INJURED,41,Pedestrian,M
10/17/2018,21:50,INJURED,56,Pedestrian,F
02/23/2018,14:52,INJURED,26,Pedestrian,M
10/04/2018,20:38,INJURED,65,Pedestrian,F
10/31/2017,0:00,INJURED,22,Pedestrian,F
03/13/2018,8:45,INJURED,23,Pedestrian,F
09/27/2019,18:19,INJURED,78,Pedestrian,M
04/07/2019,0:20,INJURED,29,Pedestrian,F
12/29/2018,12:05,INJURED,11,Pedestrian,F
10/05/2017,20:00,NONE,1,Pedestrian,M
02/04/2019,0:25,INJURED,50,Pedestrian,M
02/26/2019,10:00,NONE,1,Pedestrian,M
01/03/2018,17:54,INJURED,10,Pedestrian,M
08/18/2018,20:00,INJURED,43,Pedestrian,M
12/23/2017,20:25,INJURED,0,Pedestrian,F
11/13/2017,9:30,INJURED,42,Pedestrian,M
07/11/2019,18:30,INJURED,9,Pedestrian,M
06/17/2019,11:29,INJURED,32,Pedestrian,M
05/20/2019,14:30,INJURED,29,Pedestrian,F
03/31/2018,15:02,INJURED,64,Pedestrian,M
08/11/2019,3:30,NONE,20,Pedestrian,F
04/11/2019,2:02,NONE,38,Pedestrian,M
12/15/2017,13:30,NONE,63,Pedestrian,F
08/21/2017,20:39,INJURED,88,Pedestrian,M
10/19/2017,13:58,INJURED,46,Pedestrian,F
07/02/2018,9:25,INJURED,48,Pedestrian,F
02/13/2017,19:40,INJURED,12,Pedestrian,M
08/10/2018,14:25,NONE,68,Pedestrian,U
04/13/2018,15:15,INJURED,15,Pedestrian,F
02/04/2017,0:00,INJURED,0,Pedestrian,F
12/17/2018,13:50,INJURED,49,Pedestrian,F
02/07/2018,20:15,INJURED,58,Pedestrian,M
10/19/2018,14:26,INJURED,65,Pedestrian,F
03/01/2018,19:00,INJURED,42,Pedestrian,F
10/23/2018,20:06,INJURED,33,Pedestrian,M
06/18/2019,6:30,INJURED,48,Pedestrian,M
07/13/2017,9:40,INJURED,68,Pedestrian,F
09/06/2019,15:32,INJURED,16,Pedestrian,F
03/23/2017,15:08,INJURED,26,Pedestrian,F
09/04/2019,19:28,INJURED,50,Pedestrian,F
02/14/2018,16:40,INJURED,82,Pedestrian,F
02/17/2018,19:06,INJURED,45,Pedestrian,M
09/08/2017,16:30,INJURED,59,Pedestrian,F
10/25/2018,18:19,INJURED,30,Pedestrian,F
11/10/2018,3:15,NONE,27,Pedestrian,F
05/31/2017,20:15,INJURED,27,Pedestrian,F
04/16/2018,10:00,INJURED,54,Pedestrian,F
03/28/2017,14:20,INJURED,29,Pedestrian,F
02/10/2018,20:55,INJURED,52,Pedestrian,F
02/18/2017,23:15,INJURED,59,Pedestrian,F
09/02/2017,17:28,INJURED,24,Pedestrian,F
11/08/2017,16:15,INJURED,14,Pedestrian,F
09/23/2019,20:15,INJURED,55,Pedestrian,F
03/04/2019,0:32,INJURED,24,Pedestrian,F
02/24/2019,9:40,INJURED,40,Pedestrian,F
01/07/2018,18:26,INJURED,44,Pedestrian,M
12/08/2018,2:04,INJURED,50,Pedestrian,M
10/01/2019,22:00,INJURED,62,Pedestrian,F
09/26/2017,14:47,INJURED,25,Pedestrian,M
01/24/2018,20:30,INJURED,22,Pedestrian,M
06/16/2018,13:45,INJURED,30,Pedestrian,M
05/14/2019,18:10,INJURED,31,Pedestrian,M
10/21/2017,4:00,INJURED,19,Pedestrian,M
04/30/2019,7:45,INJURED,35,Pedestrian,M
05/02/2017,15:38,INJURED,56,Pedestrian,M
07/08/2017,14:26,INJURED,58,Pedestrian,F
11/06/2017,18:00,INJURED,44,Pedestrian,M
10/11/2017,19:45,INJURED,55,Pedestrian,F
03/31/2017,4:55,INJURED,52,Pedestrian,F
01/06/2017,4:14,INJURED,23,Pedestrian,M
02/12/2019,12:10,INJURED,49,Pedestrian,M
05/24/2018,21:00,INJURED,19,Pedestrian,F
10/12/2018,19:50,INJURED,16,Pedestrian,F
06/21/2019,0:00,INJURED,64,Pedestrian,F
03/08/2018,8:51,INJURED,51,Pedestrian,M
01/26/2017,16:05,INJURED,40,Pedestrian,F
12/08/2018,8:35,INJURED,56,Pedestrian,M
03/22/2018,21:56,INJURED,37,Pedestrian,M
09/11/2018,7:18,INJURED,28,Pedestrian,F
04/04/2019,12:50,INJURED,64,Pedestrian,F
11/30/2018,8:30,INJURED,30,Pedestrian,F
09/17/2019,8:15,INJURED,70,Pedestrian,F
09/14/2018,22:30,INJURED,48,Pedestrian,F
09/26/2018,18:30,INJURED,42,Pedestrian,M
04/15/2017,13:10,NONE,47,Pedestrian,F
08/16/2017,20:15,INJURED,53,Pedestrian,F
06/19/2018,8:55,INJURED,24,Pedestrian,F
07/20/2018,9:30,NONE,44,Pedestrian,M
02/07/2017,23:10,INJURED,17,Pedestrian,M
10/12/2017,23:30,INJURED,51,Pedestrian,M
06/11/2018,10:50,INJURED,36,Pedestrian,M
05/15/2019,22:45,INJURED,24,Pedestrian,M
08/03/2017,13:30,INJURED,75,Pedestrian,F
12/02/2018,22:55,INJURED,28,Pedestrian,F
07/31/2018,18:15,INJURED,59,Pedestrian,M
01/27/2019,18:00,INJURED,65,Pedestrian,M
03/27/2017,10:28,INJURED,39,Pedestrian,M
08/18/2018,20:40,INJURED,62,Pedestrian,F
11/08/2018,15:00,INJURED,42,Pedestrian,F
10/17/2019,8:15,INJURED,15,Pedestrian,F
03/22/2018,15:35,INJURED,57,Pedestrian,F
05/03/2019,14:28,INJURED,37,Pedestrian,F
10/29/2018,8:09,INJURED,59,Pedestrian,F
10/13/2018,11:23,INJURED,70,Pedestrian,M
01/17/2017,18:30,INJURED,22,Pedestrian,M
02/10/2017,21:25,INJURED,54,Pedestrian,F
10/18/2018,23:00,INJURED,38,Pedestrian,M
11/07/2018,13:30,INJURED,55,Pedestrian,M
02/20/2019,15:56,INJURED,71,Pedestrian,F
12/05/2018,19:45,INJURED,31,Pedestrian,F
04/09/2018,17:34,INJURED,11,Pedestrian,M
02/13/2019,18:05,INJURED,16,Pedestrian,M
02/28/2018,15:55,KILLED,83,Pedestrian,M
03/02/2019,20:45,INJURED,60,Pedestrian,M
01/05/2018,15:40,INJURED,33,Pedestrian,F
02/15/2019,18:00,INJURED,78,Pedestrian,M
06/03/2018,15:10,INJURED,24,Pedestrian,M
08/08/2019,20:35,INJURED,1,Pedestrian,M
01/19/2017,11:06,INJURED,62,Pedestrian,F
06/21/2018,15:37,INJURED,32,Pedestrian,F
11/09/2018,23:20,INJURED,21,Pedestrian,F
11/01/2017,17:45,INJURED,80,Pedestrian,F
11/26/2018,19:12,KILLED,52,Pedestrian,M
04/15/2017,1:15,INJURED,18,Pedestrian,M
06/28/2017,19:40,INJURED,34,Pedestrian,F
10/26/2017,15:15,INJURED,27,Pedestrian,F
01/30/2017,17:45,INJURED,0,Pedestrian,F
12/14/2018,15:09,INJURED,3,Pedestrian,M
11/01/2018,15:55,INJURED,35,Pedestrian,F
01/03/2019,6:05,INJURED,42,Pedestrian,F
03/15/2018,14:40,INJURED,39,Pedestrian,F
09/16/2019,19:10,INJURED,2,Pedestrian,F
12/05/2018,16:05,INJURED,26,Pedestrian,M
03/26/2019,14:20,INJURED,27,Pedestrian,M
05/12/2017,16:30,INJURED,44,Pedestrian,M
08/13/2018,20:16,INJURED,0,Pedestrian,M
05/15/2018,22:20,INJURED,22,Pedestrian,F
04/24/2018,21:02,INJURED,11,Pedestrian,F
06/19/2018,20:55,NONE,30,Pedestrian,M
04/09/2018,7:35,INJURED,22,Pedestrian,F
10/09/2019,12:38,NONE,56,Pedestrian,M
05/01/2019,18:42,INJURED,48,Pedestrian,F
05/28/2019,20:30,INJURED,24,Pedestrian,M
03/28/2019,4:10,INJURED,24,Pedestrian,M
12/12/2017,18:40,INJURED,23,Pedestrian,F
03/31/2017,20:15,INJURED,68,Pedestrian,F
02/21/2019,19:00,NONE,63,Pedestrian,F
06/10/2019,8:45,INJURED,30,Pedestrian,F
01/26/2017,19:00,INJURED,31,Pedestrian,M
01/22/2017,10:15,INJURED,92,Pedestrian,M
03/14/2019,15:30,INJURED,77,Pedestrian,F
05/08/2018,16:43,INJURED,12,Pedestrian,M
12/18/2017,16:15,INJURED,14,Pedestrian,F
01/09/2017,21:30,INJURED,27,Pedestrian,M
09/24/2019,0:05,KILLED,33,Pedestrian,M
08/04/2018,17:35,INJURED,83,Pedestrian,F
01/31/2017,18:40,INJURED,24,Pedestrian,M
05/06/2017,8:20,INJURED,16,Pedestrian,F
12/20/2017,18:50,INJURED,16,Pedestrian,F
04/14/2018,0:30,INJURED,29,Pedestrian,M
04/22/2017,11:43,INJURED,14,Pedestrian,F
09/02/2019,20:49,INJURED,47,Pedestrian,M
10/02/2019,20:19,INJURED,26,Pedestrian,M
11/09/2018,21:35,INJURED,48,Pedestrian,M
01/04/2019,6:30,INJURED,35,Pedestrian,F
08/10/2017,14:21,INJURED,62,Pedestrian,M
05/31/2018,6:10,INJURED,23,Pedestrian,M
10/06/2018,22:00,INJURED,37,Pedestrian,F
06/26/2018,21:05,INJURED,7,Pedestrian,F
03/09/2018,0:00,NONE,55,Pedestrian,F
03/28/2017,17:25,INJURED,45,Pedestrian,F
03/21/2017,0:00,INJURED,21,Pedestrian,M
10/27/2018,14:27,INJURED,70,Pedestrian,M
12/19/2017,15:35,INJURED,27,Pedestrian,M
01/02/2019,13:15,INJURED,20,Pedestrian,F
02/14/2019,7:30,INJURED,56,Pedestrian,F
07/09/2019,14:00,INJURED,23,Pedestrian,M
04/29/2019,8:15,INJURED,20,Pedestrian,F
07/08/2017,10:12,INJURED,6,Pedestrian,M
08/15/2018,11:38,INJURED,0,Pedestrian,F
04/17/2019,20:30,INJURED,17,Pedestrian,M
02/28/2018,17:00,INJURED,16,Pedestrian,F
08/28/2019,15:20,INJURED,35,Pedestrian,F
11/27/2018,20:10,INJURED,39,Pedestrian,F
09/03/2017,3:35,INJURED,25,Pedestrian,M
02/18/2017,20:20,INJURED,14,Pedestrian,M
12/13/2017,13:00,INJURED,20,Pedestrian,F
05/22/2019,15:00,INJURED,50,Pedestrian,F
02/16/2019,1:20,INJURED,52,Pedestrian,F
02/14/2019,16:05,NONE,41,Pedestrian,M
03/14/2018,8:48,INJURED,57,Pedestrian,M
07/19/2018,23:05,INJURED,14,Pedestrian,F
05/01/2019,0:00,INJURED,27,Pedestrian,M
04/04/2018,8:17,INJURED,48,Pedestrian,F
08/04/2019,0:55,INJURED,15,Pedestrian,F
11/29/2018,8:45,INJURED,76,Pedestrian,F
07/16/2019,10:27,INJURED,72,Pedestrian,U
04/27/2017,14:40,INJURED,77,Pedestrian,F
03/21/2017,8:45,INJURED,13,Pedestrian,F
10/19/2019,19:47,INJURED,,Pedestrian,M
03/22/2019,6:40,INJURED,48,Pedestrian,F
02/06/2017,14:25,INJURED,34,Pedestrian,F
02/09/2019,16:19,INJURED,74,Pedestrian,F
12/19/2017,17:30,INJURED,14,Pedestrian,F
12/15/2018,16:47,INJURED,55,Pedestrian,F
12/05/2018,23:50,INJURED,83,Pedestrian,F
05/16/2017,17:40,NONE,44,Pedestrian,M
03/19/2018,14:20,INJURED,31,Pedestrian,F
06/02/2017,8:24,INJURED,20,Pedestrian,F
02/04/2017,14:30,INJURED,11,Pedestrian,M
09/07/2019,10:00,INJURED,33,Pedestrian,M
02/12/2017,19:43,INJURED,33,Pedestrian,M
12/19/2018,6:20,INJURED,41,Pedestrian,M
04/22/2017,13:36,INJURED,81,Pedestrian,M
06/04/2017,22:30,INJURED,49,Pedestrian,M
01/09/2019,10:10,INJURED,16,Pedestrian,M
01/04/2019,12:04,INJURED,48,Pedestrian,F
07/20/2017,17:00,INJURED,45,Pedestrian,F
07/28/2018,22:04,INJURED,36,Pedestrian,M
04/26/2017,18:17,NONE,43,Pedestrian,F
12/21/2017,15:20,INJURED,15,Pedestrian,M
10/02/2019,9:50,INJURED,76,Pedestrian,M
11/01/2017,14:43,INJURED,16,Pedestrian,M
03/10/2019,17:30,NONE,34,Pedestrian,F
07/04/2017,22:25,INJURED,24,Pedestrian,F
03/17/2018,23:03,INJURED,71,Pedestrian,M
08/26/2017,16:30,INJURED,28,Pedestrian,F
09/06/2018,12:50,INJURED,29,Pedestrian,M
10/08/2017,18:00,INJURED,21,Pedestrian,M
10/30/2017,12:45,INJURED,78,Pedestrian,F
12/12/2018,15:25,INJURED,69,Pedestrian,F
03/20/2018,20:30,INJURED,33,Pedestrian,F
07/29/2019,9:00,NONE,25,Pedestrian,M
08/04/2017,9:28,INJURED,51,Pedestrian,M
08/02/2017,9:29,NONE,55,Pedestrian,M
01/29/2019,19:16,INJURED,33,Pedestrian,F
10/17/2017,8:19,INJURED,14,Pedestrian,F
07/11/2018,14:31,KILLED,63,Pedestrian,F
12/19/2018,12:35,INJURED,73,Pedestrian,F
12/15/2017,15:20,INJURED,13,Pedestrian,F
06/26/2017,13:30,INJURED,0,Pedestrian,M
09/22/2019,9:30,INJURED,73,Pedestrian,F
01/15/2019,13:30,INJURED,24,Pedestrian,M
10/27/2018,3:15,INJURED,33,Pedestrian,M
12/28/2017,16:00,INJURED,25,Pedestrian,F
10/08/2019,7:35,INJURED,11,Pedestrian,M
09/20/2019,16:00,INJURED,,Pedestrian,F
08/21/2017,11:20,INJURED,69,Pedestrian,F
02/25/2019,18:44,INJURED,60,Pedestrian,F
08/03/2018,8:35,NONE,41,Pedestrian,M
08/27/2018,12:25,INJURED,75,Pedestrian,M
05/26/2017,3:01,INJURED,28,Pedestrian,M
01/02/2018,9:25,INJURED,15,Pedestrian,F
09/02/2017,10:25,INJURED,37,Pedestrian,F
07/26/2017,19:16,INJURED,24,Pedestrian,M
03/14/2017,1:15,INJURED,28,Pedestrian,M
01/23/2017,16:30,INJURED,68,Pedestrian,F
11/03/2018,20:14,NONE,0,Pedestrian,U
03/20/2017,8:20,INJURED,60,Pedestrian,F
03/20/2017,21:40,INJURED,65,Pedestrian,F
09/25/2019,19:30,INJURED,52,Pedestrian,M
01/21/2019,4:00,INJURED,19,Pedestrian,F
12/13/2018,20:55,INJURED,26,Pedestrian,F
12/05/2017,14:30,INJURED,10,Pedestrian,M
07/26/2017,21:00,INJURED,8,Pedestrian,F
12/27/2018,14:58,INJURED,26,Pedestrian,M
08/18/2017,19:40,INJURED,11,Pedestrian,F
06/06/2017,22:00,INJURED,51,Pedestrian,M
11/04/2018,3:30,INJURED,35,Pedestrian,F
08/05/2017,17:12,INJURED,28,Pedestrian,M
08/28/2017,0:45,INJURED,36,Pedestrian,M
08/09/2018,12:12,INJURED,79,Pedestrian,M
10/12/2017,10:50,INJURED,78,Pedestrian,F
05/16/2019,7:10,INJURED,35,Pedestrian,M
05/13/2018,8:30,INJURED,31,Pedestrian,F
05/15/2017,16:59,INJURED,80,Pedestrian,M
12/22/2018,10:40,INJURED,67,Pedestrian,M
01/29/2018,15:30,INJURED,23,Pedestrian,F
01/18/2017,21:10,INJURED,40,Pedestrian,F
10/13/2018,21:51,INJURED,15,Pedestrian,M
08/31/2018,12:00,NONE,39,Pedestrian,M
01/18/2017,21:55,INJURED,23,Pedestrian,M
05/14/2018,3:55,INJURED,23,Pedestrian,M
11/07/2018,18:00,NONE,25,Pedestrian,F
01/02/2018,18:50,INJURED,25,Pedestrian,F
08/29/2017,22:35,INJURED,75,Pedestrian,F
01/17/2019,18:47,INJURED,23,Pedestrian,F
08/31/2017,18:30,INJURED,0,Pedestrian,M
04/16/2019,17:00,INJURED,39,Pedestrian,F
12/21/2017,19:10,INJURED,63,Pedestrian,F
04/05/2019,14:31,INJURED,12,Pedestrian,M
12/23/2017,13:20,INJURED,24,Pedestrian,F
11/26/2017,21:20,INJURED,32,Pedestrian,F
02/05/2018,10:10,INJURED,45,Pedestrian,M
06/05/2017,8:45,INJURED,58,Pedestrian,M
03/06/2017,10:10,INJURED,34,Pedestrian,M
08/12/2019,18:45,INJURED,19,Pedestrian,F
11/18/2018,16:13,INJURED,18,Pedestrian,M
11/01/2017,20:55,INJURED,63,Pedestrian,F
12/31/2018,19:20,INJURED,61,Pedestrian,F
08/21/2018,16:00,NONE,29,Pedestrian,F
05/03/2019,22:50,INJURED,56,Pedestrian,F
12/21/2018,7:35,INJURED,0,Pedestrian,F
03/20/2017,21:29,INJURED,74,Pedestrian,M
04/23/2019,16:35,INJURED,44,Pedestrian,F
04/21/2017,12:40,NONE,22,Pedestrian,F
08/01/2017,11:40,INJURED,76,Pedestrian,M
03/06/2018,18:50,INJURED,63,Pedestrian,M
01/08/2019,10:15,INJURED,71,Pedestrian,F
04/11/2018,12:58,NONE,26,Pedestrian,F
12/21/2018,5:57,INJURED,35,Pedestrian,F
03/23/2018,17:55,INJURED,50,Pedestrian,F
04/27/2019,19:00,NONE,23,Pedestrian,F
04/21/2017,8:18,INJURED,51,Pedestrian,M
12/28/2016,12:59,INJURED,36,Pedestrian,M
10/12/2018,16:00,INJURED,64,Pedestrian,M
06/26/2018,12:30,INJURED,14,Pedestrian,F
04/03/2017,17:30,INJURED,23,Pedestrian,F
09/04/2019,10:30,INJURED,24,Pedestrian,M
06/13/2018,13:10,INJURED,41,Pedestrian,F
10/02/2019,9:10,INJURED,20,Pedestrian,F
06/03/2017,12:25,INJURED,32,Pedestrian,F
05/02/2019,15:20,INJURED,23,Pedestrian,F
09/24/2018,16:25,INJURED,70,Pedestrian,M
03/01/2017,17:50,INJURED,79,Pedestrian,F
01/19/2018,0:00,INJURED,53,Pedestrian,M
11/26/2018,19:05,INJURED,31,Pedestrian,M
10/08/2018,5:20,INJURED,36,Pedestrian,M
05/28/2017,2:29,KILLED,72,Pedestrian,M
04/22/2017,10:09,INJURED,65,Pedestrian,M
11/07/2018,8:45,INJURED,65,Pedestrian,F
04/08/2018,12:00,INJURED,54,Pedestrian,F
05/26/2018,18:06,INJURED,34,Pedestrian,F
11/03/2018,11:15,INJURED,43,Pedestrian,F
01/05/2019,18:10,INJURED,44,Pedestrian,M
04/15/2018,5:12,INJURED,55,Pedestrian,M
01/04/2019,10:20,INJURED,66,Pedestrian,F
10/02/2018,21:15,INJURED,28,Pedestrian,F
03/15/2019,16:25,INJURED,69,Pedestrian,F
09/11/2018,5:45,INJURED,36,Pedestrian,M
10/19/2017,15:35,INJURED,61,Pedestrian,F
07/21/2017,9:15,NONE,29,Pedestrian,F
10/04/2017,19:00,INJURED,72,Pedestrian,M
03/07/2017,8:20,INJURED,18,Pedestrian,M
02/08/2018,16:30,INJURED,11,Pedestrian,M
12/21/2018,18:30,INJURED,48,Pedestrian,M
03/22/2019,15:35,INJURED,66,Pedestrian,F
10/24/2017,3:04,NONE,49,Pedestrian,M
06/05/2019,16:44,INJURED,44,Pedestrian,F
11/11/2017,21:15,INJURED,14,Pedestrian,M
03/17/2019,16:25,INJURED,5,Pedestrian,F
04/10/2018,18:42,NONE,75,Pedestrian,M
11/23/2018,10:00,INJURED,52,Pedestrian,F
01/08/2018,0:20,INJURED,22,Pedestrian,F
09/15/2019,21:01,NONE,29,Pedestrian,F
07/18/2018,20:10,INJURED,30,Pedestrian,M
10/31/2017,13:30,INJURED,40,Pedestrian,M
12/26/2018,21:10,INJURED,54,Pedestrian,F
10/02/2018,23:43,NONE,44,Pedestrian,F
10/16/2019,16:57,KILLED,66,Pedestrian,F
06/07/2017,0:00,INJURED,23,Pedestrian,F
12/14/2018,17:10,INJURED,37,Pedestrian,F
12/17/2017,21:42,INJURED,70,Pedestrian,F
11/27/2017,17:00,INJURED,57,Pedestrian,F
05/03/2017,16:15,INJURED,40,Pedestrian,F
02/09/2019,20:50,INJURED,44,Pedestrian,M
01/21/2019,16:33,INJURED,25,Pedestrian,F
12/22/2018,23:07,INJURED,33,Pedestrian,M
04/10/2018,10:21,INJURED,13,Pedestrian,M
03/10/2017,10:00,INJURED,39,Pedestrian,F
06/22/2018,18:30,NONE,21,Pedestrian,F
04/19/2019,9:00,INJURED,50,Pedestrian,M
02/14/2017,9:55,INJURED,49,Pedestrian,F
07/29/2018,0:00,INJURED,71,Pedestrian,F
10/20/2017,9:00,INJURED,29,Pedestrian,F
04/27/2018,19:12,NONE,46,Pedestrian,M
10/27/2017,15:45,INJURED,32,Pedestrian,M
03/27/2019,14:30,INJURED,54,Pedestrian,F
01/19/2017,21:00,INJURED,59,Pedestrian,F
04/06/2017,9:00,INJURED,43,Pedestrian,M
09/11/2019,12:20,INJURED,46,Pedestrian,M
05/17/2018,21:50,INJURED,16,Pedestrian,F
08/17/2019,0:00,INJURED,66,Pedestrian,M
09/11/2018,20:00,INJURED,37,Pedestrian,F
01/13/2018,3:29,INJURED,74,Pedestrian,F
08/29/2017,18:40,INJURED,66,Pedestrian,F
08/14/2018,12:40,INJURED,71,Pedestrian,F
07/05/2018,10:59,INJURED,89,Pedestrian,M
02/10/2017,18:38,INJURED,30,Pedestrian,F
12/23/2017,17:35,NONE,1,Pedestrian,F
09/02/2018,15:59,INJURED,59,Pedestrian,F
09/03/2018,19:00,INJURED,59,Pedestrian,F
05/10/2018,7:50,INJURED,9,Pedestrian,F
10/16/2017,19:50,INJURED,60,Pedestrian,F
04/08/2018,19:15,NONE,43,Pedestrian,F
11/14/2018,15:00,INJURED,54,Pedestrian,F
08/09/2017,0:00,NONE,51,Pedestrian,M
01/24/2019,20:30,INJURED,58,Pedestrian,F
07/31/2019,13:40,INJURED,52,Pedestrian,M
07/29/2019,13:05,INJURED,52,Pedestrian,F
08/17/2017,0:00,INJURED,32,Pedestrian,F
08/22/2019,9:30,NONE,29,Pedestrian,M
11/17/2017,11:21,INJURED,34,Pedestrian,M
01/30/2017,8:05,INJURED,11,Pedestrian,F
12/28/2018,17:55,INJURED,28,Pedestrian,F
08/11/2018,20:45,INJURED,64,Pedestrian,F
10/09/2017,15:00,INJURED,55,Pedestrian,F
03/21/2017,16:51,INJURED,39,Pedestrian,F
01/08/2019,18:00,INJURED,78,Pedestrian,F
05/29/2018,20:00,INJURED,61,Pedestrian,F
09/24/2019,6:04,INJURED,62,Pedestrian,M
08/09/2018,11:38,INJURED,54,Pedestrian,F
05/29/2017,19:30,INJURED,4,Pedestrian,M
12/28/2016,18:32,INJURED,0,Pedestrian,F
01/14/2019,13:00,INJURED,64,Pedestrian,F
09/11/2018,11:40,NONE,31,Pedestrian,F
10/29/2017,0:00,INJURED,57,Pedestrian,F
05/29/2018,17:29,INJURED,8,Pedestrian,M
12/18/2017,12:30,INJURED,43,Pedestrian,M
10/07/2019,7:32,INJURED,34,Pedestrian,F
10/26/2017,7:35,INJURED,36,Pedestrian,F
04/26/2018,13:50,INJURED,63,Pedestrian,M
05/25/2017,10:45,INJURED,32,Pedestrian,F
12/11/2018,16:53,INJURED,40,Pedestrian,F
12/19/2018,9:10,INJURED,47,Pedestrian,F
05/30/2019,13:50,INJURED,73,Pedestrian,F
10/04/2018,18:30,INJURED,58,Pedestrian,F
08/22/2019,5:30,INJURED,39,Pedestrian,F
07/16/2017,19:51,NONE,19,Pedestrian,F
02/22/2019,14:05,INJURED,77,Pedestrian,M
05/12/2018,22:37,INJURED,27,Pedestrian,F
11/28/2018,0:00,INJURED,0,Pedestrian,F
02/08/2019,14:45,NONE,7,Pedestrian,M
09/14/2019,12:55,INJURED,28,Pedestrian,F
01/06/2017,17:30,INJURED,29,Pedestrian,M
09/07/2018,9:45,INJURED,60,Pedestrian,F
06/28/2017,14:51,INJURED,35,Pedestrian,F
08/22/2019,10:40,INJURED,28,Pedestrian,F
10/19/2017,9:05,INJURED,73,Pedestrian,F
08/04/2019,21:34,INJURED,33,Pedestrian,M
01/13/2017,9:25,INJURED,26,Pedestrian,M
09/26/2019,8:03,INJURED,14,Pedestrian,M
07/21/2018,22:13,INJURED,18,Pedestrian,F
04/18/2018,16:12,INJURED,76,Pedestrian,M
05/27/2017,9:06,INJURED,44,Pedestrian,U
10/10/2018,18:20,INJURED,32,Pedestrian,F
08/12/2017,3:25,INJURED,30,Pedestrian,M
12/22/2018,13:47,INJURED,27,Pedestrian,M
06/19/2017,10:38,INJURED,37,Pedestrian,M
10/26/2018,1:23,INJURED,0,Pedestrian,M
12/08/2017,21:26,NONE,33,Pedestrian,M
04/03/2019,16:34,INJURED,39,Pedestrian,F
09/24/2017,9:15,INJURED,60,Pedestrian,M
03/27/2017,9:19,INJURED,31,Pedestrian,F
09/20/2018,14:30,INJURED,14,Pedestrian,F
03/06/2019,8:20,INJURED,53,Pedestrian,M
12/28/2018,18:25,INJURED,16,Pedestrian,F
07/01/2017,14:30,INJURED,79,Pedestrian,M
12/09/2018,13:20,INJURED,35,Pedestrian,M
02/21/2018,6:44,INJURED,70,Pedestrian,M
12/04/2017,10:40,INJURED,53,Pedestrian,F
06/07/2019,15:40,INJURED,85,Pedestrian,F
12/12/2017,15:00,NONE,0,Pedestrian,U
08/01/2017,21:47,INJURED,12,Pedestrian,F
12/19/2018,18:54,INJURED,65,Pedestrian,F
01/17/2017,22:32,INJURED,71,Pedestrian,F
12/14/2018,17:35,INJURED,44,Pedestrian,F
10/19/2019,12:34,INJURED,63,Pedestrian,F
12/01/2018,9:32,INJURED,41,Pedestrian,M
01/01/2017,3:40,INJURED,20,Pedestrian,F
02/25/2019,11:47,INJURED,35,Pedestrian,M
10/27/2017,10:00,INJURED,29,Pedestrian,F
04/12/2018,16:19,INJURED,75,Pedestrian,F
09/20/2018,18:20,INJURED,21,Pedestrian,F
09/12/2019,20:00,NONE,31,Pedestrian,M
07/29/2019,10:05,INJURED,23,Pedestrian,F
06/08/2017,8:40,INJURED,64,Pedestrian,M
08/25/2019,21:35,INJURED,29,Pedestrian,M
03/30/2018,15:25,NONE,51,Pedestrian,M
10/02/2018,8:06,INJURED,11,Pedestrian,F
01/16/2018,10:20,INJURED,43,Pedestrian,M
08/22/2018,0:00,INJURED,32,Pedestrian,M
05/19/2019,15:45,INJURED,6,Pedestrian,M
10/07/2018,23:00,INJURED,23,Pedestrian,M
10/29/2018,17:30,INJURED,73,Pedestrian,F
11/10/2017,15:42,INJURED,5,Pedestrian,M
11/30/2017,10:11,NONE,3,Pedestrian,M
05/23/2019,14:00,INJURED,74,Pedestrian,M
04/16/2019,7:58,INJURED,44,Pedestrian,F
11/19/2017,14:55,INJURED,57,Pedestrian,F
12/19/2016,22:21,KILLED,46,Pedestrian,M
04/15/2019,11:26,INJURED,63,Pedestrian,F
03/22/2017,11:10,INJURED,65,Pedestrian,F
11/26/2017,22:42,INJURED,22,Pedestrian,M
11/19/2018,6:20,INJURED,31,Pedestrian,M
09/03/2019,15:11,INJURED,29,Pedestrian,M
11/21/2018,3:18,INJURED,34,Pedestrian,M
12/20/2018,17:07,INJURED,35,Pedestrian,F
